Assembly,original,corrected,RefSeq.Accession.version,GenBank.Accession.version,NCBI.name
Fundulus_heteroclitus-3.0.2,Scaffold232,Scaffold232,NW_012224633.1,KN805757.1,GPS_009135955.1
Fundulus_heteroclitus-3.0.2,Scaffold233,Scaffold233,NW_012224634.1,KN805758.1,GPS_009135956.1
Fundulus_heteroclitus-3.0.2,Scaffold234,Scaffold234,NW_012224635.1,KN805759.1,GPS_009135957.1
Fundulus_heteroclitus-3.0.2,Scaffold235,Scaffold235,NW_012224636.1,KN805760.1,GPS_009135958.1
Fundulus_heteroclitus-3.0.2,Scaffold236,Scaffold236,NW_012224637.1,KN805761.1,GPS_009135959.1
Fundulus_heteroclitus-3.0.2,Scaffold237,Scaffold237,NW_012224638.1,KN805762.1,GPS_009135960.1
Fundulus_heteroclitus-3.0.2,Scaffold238,Scaffold238,NW_012224639.1,KN805763.1,GPS_009135961.1
Fundulus_heteroclitus-3.0.2,Scaffold239,Scaffold239,NW_012224640.1,KN805764.1,GPS_009135962.1
Fundulus_heteroclitus-3.0.2,Scaffold240,Scaffold240,NW_012224641.1,KN805765.1,GPS_009135963.1
Fundulus_heteroclitus-3.0.2,Scaffold241,Scaffold241,NW_012224642.1,KN805766.1,GPS_009135964.1
Fundulus_heteroclitus-3.0.2,Scaffold242,Scaffold242,NW_012224643.1,KN805767.1,GPS_009135965.1
Fundulus_heteroclitus-3.0.2,Scaffold243,Scaffold243,NW_012224644.1,KN805768.1,GPS_009135966.1
Fundulus_heteroclitus-3.0.2,Scaffold244,Scaffold244,NW_012224645.1,KN805769.1,GPS_009135967.1
Fundulus_heteroclitus-3.0.2,Scaffold245,Scaffold245,NW_012224646.1,KN805770.1,GPS_009135968.1
Fundulus_heteroclitus-3.0.2,Scaffold246,Scaffold246,NW_012224647.1,KN805771.1,GPS_009135969.1
Fundulus_heteroclitus-3.0.2,Scaffold247,Scaffold247,NW_012224648.1,KN805772.1,GPS_009135970.1
Fundulus_heteroclitus-3.0.2,Scaffold248,Scaffold248,NW_012224649.1,KN805773.1,GPS_009135971.1
Fundulus_heteroclitus-3.0.2,Scaffold249,Scaffold249,NW_012224650.1,KN805774.1,GPS_009135972.1
Fundulus_heteroclitus-3.0.2,Scaffold250,Scaffold250,NW_012224651.1,KN805775.1,GPS_009135973.1
Fundulus_heteroclitus-3.0.2,Scaffold251,Scaffold251,NW_012224652.1,KN805776.1,GPS_009135974.1
Fundulus_heteroclitus-3.0.2,Scaffold252,Scaffold252,NW_012224653.1,KN805777.1,GPS_009135975.1
Fundulus_heteroclitus-3.0.2,Scaffold253,Scaffold253,NW_012224654.1,KN805778.1,GPS_009135976.1
Fundulus_heteroclitus-3.0.2,Scaffold254,Scaffold254,NW_012224655.1,KN805779.1,GPS_009135977.1
Fundulus_heteroclitus-3.0.2,Scaffold255,Scaffold255,NW_012224656.1,KN805780.1,GPS_009135978.1
Fundulus_heteroclitus-3.0.2,Scaffold256,Scaffold256,NW_012224657.1,KN805781.1,GPS_009135979.1
Fundulus_heteroclitus-3.0.2,Scaffold257,Scaffold257,NW_012224658.1,KN805782.1,GPS_009135980.1
Fundulus_heteroclitus-3.0.2,Scaffold258,Scaffold258,NW_012224659.1,KN805783.1,GPS_009135981.1
Fundulus_heteroclitus-3.0.2,Scaffold259,Scaffold259,NW_012224660.1,KN805784.1,GPS_009135982.1
Fundulus_heteroclitus-3.0.2,Scaffold260,Scaffold260,NW_012224661.1,KN805785.1,GPS_009135983.1
Fundulus_heteroclitus-3.0.2,Scaffold261,Scaffold261,NW_012224662.1,KN805786.1,GPS_009135984.1
Fundulus_heteroclitus-3.0.2,Scaffold262,Scaffold262,NW_012224663.1,KN805787.1,GPS_009135985.1
Fundulus_heteroclitus-3.0.2,Scaffold263,Scaffold263,NW_012224664.1,KN805788.1,GPS_009135986.1
Fundulus_heteroclitus-3.0.2,Scaffold264,Scaffold264,NW_012224665.1,KN805789.1,GPS_009135987.1
Fundulus_heteroclitus-3.0.2,Scaffold265,Scaffold265,NW_012224666.1,KN805790.1,GPS_009135988.1
Fundulus_heteroclitus-3.0.2,Scaffold266,Scaffold266,NW_012224667.1,KN805791.1,GPS_009135989.1
Fundulus_heteroclitus-3.0.2,Scaffold267,Scaffold267,NW_012224668.1,KN805792.1,GPS_009135990.1
Fundulus_heteroclitus-3.0.2,Scaffold268,Scaffold268,NW_012224669.1,KN805793.1,GPS_009135991.1
Fundulus_heteroclitus-3.0.2,Scaffold269,Scaffold269,NW_012224670.1,KN805794.1,GPS_009135992.1
Fundulus_heteroclitus-3.0.2,Scaffold270,Scaffold270,NW_012224671.1,KN805795.1,GPS_009135993.1
Fundulus_heteroclitus-3.0.2,Scaffold271,Scaffold271,NW_012224672.1,KN805796.1,GPS_009135994.1
Fundulus_heteroclitus-3.0.2,Scaffold272,Scaffold272,NW_012224673.1,KN805797.1,GPS_009135995.1
Fundulus_heteroclitus-3.0.2,Scaffold273,Scaffold273,NW_012224674.1,KN805798.1,GPS_009135996.1
Fundulus_heteroclitus-3.0.2,Scaffold274,Scaffold274,NW_012224675.1,KN805799.1,GPS_009135997.1
Fundulus_heteroclitus-3.0.2,Scaffold275,Scaffold275,NW_012224676.1,KN805800.1,GPS_009135998.1
Fundulus_heteroclitus-3.0.2,Scaffold276,Scaffold276,NW_012224677.1,KN805801.1,GPS_009135999.1
Fundulus_heteroclitus-3.0.2,Scaffold277,Scaffold277,NW_012224678.1,KN805802.1,GPS_009136000.1
Fundulus_heteroclitus-3.0.2,Scaffold278,Scaffold278,NW_012224679.1,KN805803.1,GPS_009136001.1
Fundulus_heteroclitus-3.0.2,Scaffold279,Scaffold279,NW_012224680.1,KN805804.1,GPS_009136002.1
Fundulus_heteroclitus-3.0.2,Scaffold280,Scaffold280,NW_012224681.1,KN805805.1,GPS_009136003.1
Fundulus_heteroclitus-3.0.2,Scaffold281,Scaffold281,NW_012224682.1,KN805806.1,GPS_009136004.1
Fundulus_heteroclitus-3.0.2,Scaffold282,Scaffold282,NW_012224683.1,KN805807.1,GPS_009136005.1
Fundulus_heteroclitus-3.0.2,Scaffold283,Scaffold283,NW_012224684.1,KN805808.1,GPS_009136006.1
Fundulus_heteroclitus-3.0.2,Scaffold284,Scaffold284,NW_012224685.1,KN805809.1,GPS_009136007.1
Fundulus_heteroclitus-3.0.2,Scaffold285,Scaffold285,NW_012224686.1,KN805810.1,GPS_009136008.1
Fundulus_heteroclitus-3.0.2,Scaffold286,Scaffold286,NW_012224687.1,KN805811.1,GPS_009136009.1
Fundulus_heteroclitus-3.0.2,Scaffold287,Scaffold287,NW_012224688.1,KN805812.1,GPS_009136010.1
Fundulus_heteroclitus-3.0.2,Scaffold288,Scaffold288,NW_012224689.1,KN805813.1,GPS_009136011.1
Fundulus_heteroclitus-3.0.2,Scaffold289,Scaffold289,NW_012224690.1,KN805814.1,GPS_009136012.1
Fundulus_heteroclitus-3.0.2,Scaffold290,Scaffold290,NW_012224691.1,KN805815.1,GPS_009136013.1
Fundulus_heteroclitus-3.0.2,Scaffold291,Scaffold291,NW_012224692.1,KN805816.1,GPS_009136014.1
Fundulus_heteroclitus-3.0.2,Scaffold292,Scaffold292,NW_012224693.1,KN805817.1,GPS_009136015.1
Fundulus_heteroclitus-3.0.2,Scaffold293,Scaffold293,NW_012224694.1,KN805818.1,GPS_009136016.1
Fundulus_heteroclitus-3.0.2,Scaffold294,Scaffold294,NW_012224695.1,KN805819.1,GPS_009136017.1
Fundulus_heteroclitus-3.0.2,Scaffold295,Scaffold295,NW_012224696.1,KN805820.1,GPS_009136018.1
Fundulus_heteroclitus-3.0.2,Scaffold296,Scaffold296,NW_012224697.1,KN805821.1,GPS_009136019.1
Fundulus_heteroclitus-3.0.2,Scaffold297,Scaffold297,NW_012224698.1,KN805822.1,GPS_009136020.1
Fundulus_heteroclitus-3.0.2,Scaffold298,Scaffold298,NW_012224699.1,KN805823.1,GPS_009136021.1
Fundulus_heteroclitus-3.0.2,Scaffold299,Scaffold299,NW_012224700.1,KN805824.1,GPS_009136022.1
Fundulus_heteroclitus-3.0.2,Scaffold300,Scaffold300,NW_012224701.1,KN805825.1,GPS_009136023.1
Fundulus_heteroclitus-3.0.2,Scaffold301,Scaffold301,NW_012224702.1,KN805826.1,GPS_009136024.1
Fundulus_heteroclitus-3.0.2,Scaffold302,Scaffold302,NW_012224703.1,KN805827.1,GPS_009136025.1
Fundulus_heteroclitus-3.0.2,Scaffold303,Scaffold303,NW_012224704.1,KN805828.1,GPS_009136026.1
Fundulus_heteroclitus-3.0.2,Scaffold304,Scaffold304,NW_012224705.1,KN805829.1,GPS_009136027.1
Fundulus_heteroclitus-3.0.2,Scaffold305,Scaffold305,NW_012224706.1,KN805830.1,GPS_009136028.1
Fundulus_heteroclitus-3.0.2,Scaffold306,Scaffold306,NW_012224707.1,KN805831.1,GPS_009136029.1
Fundulus_heteroclitus-3.0.2,Scaffold307,Scaffold307,NW_012224708.1,KN805832.1,GPS_009136030.1
Fundulus_heteroclitus-3.0.2,Scaffold308,Scaffold308,NW_012224709.1,KN805833.1,GPS_009136031.1
Fundulus_heteroclitus-3.0.2,Scaffold309,Scaffold309,NW_012224710.1,KN805834.1,GPS_009136032.1
Fundulus_heteroclitus-3.0.2,Scaffold310,Scaffold310,NW_012224711.1,KN805835.1,GPS_009136033.1
Fundulus_heteroclitus-3.0.2,Scaffold311,Scaffold311,NW_012224712.1,KN805836.1,GPS_009136034.1
Fundulus_heteroclitus-3.0.2,Scaffold312,Scaffold312,NW_012224713.1,KN805837.1,GPS_009136035.1
Fundulus_heteroclitus-3.0.2,Scaffold313,Scaffold313,NW_012224714.1,KN805838.1,GPS_009136036.1
Fundulus_heteroclitus-3.0.2,Scaffold314,Scaffold314,NW_012224715.1,KN805839.1,GPS_009136037.1
Fundulus_heteroclitus-3.0.2,Scaffold315,Scaffold315,NW_012224716.1,KN805840.1,GPS_009136038.1
Fundulus_heteroclitus-3.0.2,Scaffold316,Scaffold316,NW_012224717.1,KN805841.1,GPS_009136039.1
Fundulus_heteroclitus-3.0.2,Scaffold317,Scaffold317,NW_012224718.1,KN805842.1,GPS_009136040.1
Fundulus_heteroclitus-3.0.2,Scaffold318,Scaffold318,NW_012224719.1,KN805843.1,GPS_009136041.1
Fundulus_heteroclitus-3.0.2,Scaffold319,Scaffold319,NW_012224720.1,KN805844.1,GPS_009136042.1
Fundulus_heteroclitus-3.0.2,Scaffold320,Scaffold320,NW_012224721.1,KN805845.1,GPS_009136043.1
Fundulus_heteroclitus-3.0.2,Scaffold321,Scaffold321,NW_012224722.1,KN805846.1,GPS_009136044.1
Fundulus_heteroclitus-3.0.2,Scaffold322,Scaffold322,NW_012224723.1,KN805847.1,GPS_009136045.1
Fundulus_heteroclitus-3.0.2,Scaffold323,Scaffold323,NW_012224724.1,KN805848.1,GPS_009136046.1
Fundulus_heteroclitus-3.0.2,Scaffold324,Scaffold324,NW_012224725.1,KN805849.1,GPS_009136047.1
Fundulus_heteroclitus-3.0.2,Scaffold325,Scaffold325,NW_012224726.1,KN805850.1,GPS_009136048.1
Fundulus_heteroclitus-3.0.2,Scaffold326,Scaffold326,NW_012224727.1,KN805851.1,GPS_009136049.1
Fundulus_heteroclitus-3.0.2,Scaffold327,Scaffold327,NW_012224728.1,KN805852.1,GPS_009136050.1
Fundulus_heteroclitus-3.0.2,Scaffold328,Scaffold328,NW_012224729.1,KN805853.1,GPS_009136051.1
Fundulus_heteroclitus-3.0.2,Scaffold329,Scaffold329,NW_012224730.1,KN805854.1,GPS_009136052.1
Fundulus_heteroclitus-3.0.2,Scaffold330,Scaffold330,NW_012224731.1,KN805855.1,GPS_009136053.1
Fundulus_heteroclitus-3.0.2,Scaffold331,Scaffold331,NW_012224732.1,KN805856.1,GPS_009136054.1
Fundulus_heteroclitus-3.0.2,Scaffold332,Scaffold332,NW_012224733.1,KN805857.1,GPS_009136055.1
Fundulus_heteroclitus-3.0.2,Scaffold333,Scaffold333,NW_012224734.1,KN805858.1,GPS_009136056.1
Fundulus_heteroclitus-3.0.2,Scaffold334,Scaffold334,NW_012224735.1,KN805859.1,GPS_009136057.1
Fundulus_heteroclitus-3.0.2,Scaffold335,Scaffold335,NW_012224736.1,KN805860.1,GPS_009136058.1
Fundulus_heteroclitus-3.0.2,Scaffold336,Scaffold336,NW_012224737.1,KN805861.1,GPS_009136059.1
Fundulus_heteroclitus-3.0.2,Scaffold337,Scaffold337,NW_012224738.1,KN805862.1,GPS_009136060.1
Fundulus_heteroclitus-3.0.2,Scaffold338,Scaffold338,NW_012224739.1,KN805863.1,GPS_009136061.1
Fundulus_heteroclitus-3.0.2,Scaffold339,Scaffold339,NW_012224740.1,KN805864.1,GPS_009136062.1
Fundulus_heteroclitus-3.0.2,Scaffold340,Scaffold340,NW_012224741.1,KN805865.1,GPS_009136063.1
Fundulus_heteroclitus-3.0.2,Scaffold341,Scaffold341,NW_012224742.1,KN805866.1,GPS_009136064.1
Fundulus_heteroclitus-3.0.2,Scaffold342,Scaffold342,NW_012224743.1,KN805867.1,GPS_009136065.1
Fundulus_heteroclitus-3.0.2,Scaffold343,Scaffold343,NW_012224744.1,KN805868.1,GPS_009136066.1
Fundulus_heteroclitus-3.0.2,Scaffold344,Scaffold344,NW_012224745.1,KN805869.1,GPS_009136067.1
Fundulus_heteroclitus-3.0.2,Scaffold345,Scaffold345,NW_012224746.1,KN805870.1,GPS_009136068.1
Fundulus_heteroclitus-3.0.2,Scaffold346,Scaffold346,NW_012224747.1,KN805871.1,GPS_009136069.1
Fundulus_heteroclitus-3.0.2,Scaffold347,Scaffold347,NW_012224748.1,KN805872.1,GPS_009136070.1
Fundulus_heteroclitus-3.0.2,Scaffold348,Scaffold348,NW_012224749.1,KN805873.1,GPS_009136071.1
Fundulus_heteroclitus-3.0.2,Scaffold349,Scaffold349,NW_012224750.1,KN805874.1,GPS_009136072.1
Fundulus_heteroclitus-3.0.2,Scaffold350,Scaffold350,NW_012224751.1,KN805875.1,GPS_009136073.1
Fundulus_heteroclitus-3.0.2,Scaffold351,Scaffold351,NW_012224752.1,KN805876.1,GPS_009136074.1
Fundulus_heteroclitus-3.0.2,Scaffold352,Scaffold352,NW_012224753.1,KN805877.1,GPS_009136075.1
Fundulus_heteroclitus-3.0.2,Scaffold353,Scaffold353,NW_012224754.1,KN805878.1,GPS_009136076.1
Fundulus_heteroclitus-3.0.2,Scaffold354,Scaffold354,NW_012224755.1,KN805879.1,GPS_009136077.1
Fundulus_heteroclitus-3.0.2,Scaffold355,Scaffold355,NW_012224756.1,KN805880.1,GPS_009136078.1
Fundulus_heteroclitus-3.0.2,Scaffold356,Scaffold356,NW_012224757.1,KN805881.1,GPS_009136079.1
Fundulus_heteroclitus-3.0.2,Scaffold357,Scaffold357,NW_012224758.1,KN805882.1,GPS_009136080.1
Fundulus_heteroclitus-3.0.2,Scaffold358,Scaffold358,NW_012224759.1,KN805883.1,GPS_009136081.1
Fundulus_heteroclitus-3.0.2,Scaffold359,Scaffold359,NW_012224760.1,KN805884.1,GPS_009136082.1
Fundulus_heteroclitus-3.0.2,Scaffold360,Scaffold360,NW_012224761.1,KN805885.1,GPS_009136083.1
Fundulus_heteroclitus-3.0.2,Scaffold361,Scaffold361,NW_012224762.1,KN805886.1,GPS_009136084.1
Fundulus_heteroclitus-3.0.2,Scaffold362,Scaffold362,NW_012224763.1,KN805887.1,GPS_009136085.1
Fundulus_heteroclitus-3.0.2,Scaffold363,Scaffold363,NW_012224764.1,KN805888.1,GPS_009136086.1
Fundulus_heteroclitus-3.0.2,Scaffold364,Scaffold364,NW_012224765.1,KN805889.1,GPS_009136087.1
Fundulus_heteroclitus-3.0.2,Scaffold365,Scaffold365,NW_012224766.1,KN805890.1,GPS_009136088.1
Fundulus_heteroclitus-3.0.2,Scaffold366,Scaffold366,NW_012224767.1,KN805891.1,GPS_009136089.1
Fundulus_heteroclitus-3.0.2,Scaffold367,Scaffold367,NW_012224768.1,KN805892.1,GPS_009136090.1
Fundulus_heteroclitus-3.0.2,Scaffold368,Scaffold368,NW_012224769.1,KN805893.1,GPS_009136091.1
Fundulus_heteroclitus-3.0.2,Scaffold369,Scaffold369,NW_012224770.1,KN805894.1,GPS_009136092.1
Fundulus_heteroclitus-3.0.2,Scaffold370,Scaffold370,NW_012224771.1,KN805895.1,GPS_009136093.1
Fundulus_heteroclitus-3.0.2,Scaffold371,Scaffold371,NW_012224772.1,KN805896.1,GPS_009136094.1
Fundulus_heteroclitus-3.0.2,Scaffold372,Scaffold372,NW_012224773.1,KN805897.1,GPS_009136095.1
Fundulus_heteroclitus-3.0.2,Scaffold373,Scaffold373,NW_012224774.1,KN805898.1,GPS_009136096.1
Fundulus_heteroclitus-3.0.2,Scaffold374,Scaffold374,NW_012224775.1,KN805899.1,GPS_009136097.1
Fundulus_heteroclitus-3.0.2,Scaffold375,Scaffold375,NW_012224776.1,KN805900.1,GPS_009136098.1
Fundulus_heteroclitus-3.0.2,Scaffold376,Scaffold376,NW_012224777.1,KN805901.1,GPS_009136099.1
Fundulus_heteroclitus-3.0.2,Scaffold377,Scaffold377,NW_012224778.1,KN805902.1,GPS_009136100.1
Fundulus_heteroclitus-3.0.2,Scaffold378,Scaffold378,NW_012224779.1,KN805903.1,GPS_009136101.1
Fundulus_heteroclitus-3.0.2,Scaffold379,Scaffold379,NW_012224780.1,KN805904.1,GPS_009136102.1
Fundulus_heteroclitus-3.0.2,Scaffold380,Scaffold380,NW_012224781.1,KN805905.1,GPS_009136103.1
Fundulus_heteroclitus-3.0.2,Scaffold381,Scaffold381,NW_012224782.1,KN805906.1,GPS_009136104.1
Fundulus_heteroclitus-3.0.2,Scaffold382,Scaffold382,NW_012224783.1,KN805907.1,GPS_009136105.1
Fundulus_heteroclitus-3.0.2,Scaffold383,Scaffold383,NW_012224784.1,KN805908.1,GPS_009136106.1
Fundulus_heteroclitus-3.0.2,Scaffold384,Scaffold384,NW_012224785.1,KN805909.1,GPS_009136107.1
Fundulus_heteroclitus-3.0.2,Scaffold385,Scaffold385,NW_012224786.1,KN805910.1,GPS_009136108.1
Fundulus_heteroclitus-3.0.2,Scaffold386,Scaffold386,NW_012224787.1,KN805911.1,GPS_009136109.1
Fundulus_heteroclitus-3.0.2,Scaffold387,Scaffold387,NW_012224788.1,KN805912.1,GPS_009136110.1
Fundulus_heteroclitus-3.0.2,Scaffold388,Scaffold388,NW_012224789.1,KN805913.1,GPS_009136111.1
Fundulus_heteroclitus-3.0.2,Scaffold389,Scaffold389,NW_012224790.1,KN805914.1,GPS_009136112.1
Fundulus_heteroclitus-3.0.2,Scaffold390,Scaffold390,NW_012224791.1,KN805915.1,GPS_009136113.1
Fundulus_heteroclitus-3.0.2,Scaffold391,Scaffold391,NW_012224792.1,KN805916.1,GPS_009136114.1
Fundulus_heteroclitus-3.0.2,Scaffold392,Scaffold392,NW_012224793.1,KN805917.1,GPS_009136115.1
Fundulus_heteroclitus-3.0.2,Scaffold393,Scaffold393,NW_012224794.1,KN805918.1,GPS_009136116.1
Fundulus_heteroclitus-3.0.2,Scaffold394,Scaffold394,NW_012224795.1,KN805919.1,GPS_009136117.1
Fundulus_heteroclitus-3.0.2,Scaffold395,Scaffold395,NW_012224796.1,KN805920.1,GPS_009136118.1
Fundulus_heteroclitus-3.0.2,Scaffold396,Scaffold396,NW_012224797.1,KN805921.1,GPS_009136119.1
Fundulus_heteroclitus-3.0.2,Scaffold397,Scaffold397,NW_012224798.1,KN805922.1,GPS_009136120.1
Fundulus_heteroclitus-3.0.2,Scaffold398,Scaffold398,NW_012224799.1,KN805923.1,GPS_009136121.1
Fundulus_heteroclitus-3.0.2,Scaffold399,Scaffold399,NW_012224800.1,KN805924.1,GPS_009136122.1
Fundulus_heteroclitus-3.0.2,Scaffold400,Scaffold400,NW_012224801.1,KN805925.1,GPS_009136123.1
Fundulus_heteroclitus-3.0.2,Scaffold401,Scaffold401,NW_012224802.1,KN805926.1,GPS_009136124.1
Fundulus_heteroclitus-3.0.2,Scaffold402,Scaffold402,NW_012224803.1,KN805927.1,GPS_009136125.1
Fundulus_heteroclitus-3.0.2,Scaffold403,Scaffold403,NW_012224804.1,KN805928.1,GPS_009136126.1
Fundulus_heteroclitus-3.0.2,Scaffold404,Scaffold404,NW_012224805.1,KN805929.1,GPS_009136127.1
Fundulus_heteroclitus-3.0.2,Scaffold405,Scaffold405,NW_012224806.1,KN805930.1,GPS_009136128.1
Fundulus_heteroclitus-3.0.2,Scaffold406,Scaffold406,NW_012224807.1,KN805931.1,GPS_009136129.1
Fundulus_heteroclitus-3.0.2,Scaffold407,Scaffold407,NW_012224808.1,KN805932.1,GPS_009136130.1
Fundulus_heteroclitus-3.0.2,Scaffold408,Scaffold408,NW_012224809.1,KN805933.1,GPS_009136131.1
Fundulus_heteroclitus-3.0.2,Scaffold409,Scaffold409,NW_012224810.1,KN805934.1,GPS_009136132.1
Fundulus_heteroclitus-3.0.2,Scaffold410,Scaffold410,NW_012224811.1,KN805935.1,GPS_009136133.1
Fundulus_heteroclitus-3.0.2,Scaffold411,Scaffold411,NW_012224812.1,KN805936.1,GPS_009136134.1
Fundulus_heteroclitus-3.0.2,Scaffold412,Scaffold412,NW_012224813.1,KN805937.1,GPS_009136135.1
Fundulus_heteroclitus-3.0.2,Scaffold413,Scaffold413,NW_012224814.1,KN805938.1,GPS_009136136.1
Fundulus_heteroclitus-3.0.2,Scaffold414,Scaffold414,NW_012224815.1,KN805939.1,GPS_009136137.1
Fundulus_heteroclitus-3.0.2,Scaffold415,Scaffold415,NW_012224816.1,KN805940.1,GPS_009136138.1
Fundulus_heteroclitus-3.0.2,Scaffold416,Scaffold416,NW_012224817.1,KN805941.1,GPS_009136139.1
Fundulus_heteroclitus-3.0.2,Scaffold417,Scaffold417,NW_012224818.1,KN805942.1,GPS_009136140.1
Fundulus_heteroclitus-3.0.2,Scaffold418,Scaffold418,NW_012224819.1,KN805943.1,GPS_009136141.1
Fundulus_heteroclitus-3.0.2,Scaffold419,Scaffold419,NW_012224820.1,KN805944.1,GPS_009136142.1
Fundulus_heteroclitus-3.0.2,Scaffold420,Scaffold420,NW_012224821.1,KN805945.1,GPS_009136143.1
Fundulus_heteroclitus-3.0.2,Scaffold421,Scaffold421,NW_012224822.1,KN805946.1,GPS_009136144.1
Fundulus_heteroclitus-3.0.2,Scaffold422,Scaffold422,NW_012224823.1,KN805947.1,GPS_009136145.1
Fundulus_heteroclitus-3.0.2,Scaffold423,Scaffold423,NW_012224824.1,KN805948.1,GPS_009136146.1
Fundulus_heteroclitus-3.0.2,Scaffold424,Scaffold424,NW_012224825.1,KN805949.1,GPS_009136147.1
Fundulus_heteroclitus-3.0.2,Scaffold425,Scaffold425,NW_012224826.1,KN805950.1,GPS_009136148.1
Fundulus_heteroclitus-3.0.2,Scaffold426,Scaffold426,NW_012224827.1,KN805951.1,GPS_009136149.1
Fundulus_heteroclitus-3.0.2,Scaffold427,Scaffold427,NW_012224828.1,KN805952.1,GPS_009136150.1
Fundulus_heteroclitus-3.0.2,Scaffold428,Scaffold428,NW_012224829.1,KN805953.1,GPS_009136151.1
Fundulus_heteroclitus-3.0.2,Scaffold429,Scaffold429,NW_012224830.1,KN805954.1,GPS_009136152.1
Fundulus_heteroclitus-3.0.2,Scaffold430,Scaffold430,NW_012224831.1,KN805955.1,GPS_009136153.1
Fundulus_heteroclitus-3.0.2,Scaffold431,Scaffold431,NW_012224832.1,KN805956.1,GPS_009136154.1
Fundulus_heteroclitus-3.0.2,Scaffold432,Scaffold432,NW_012224833.1,KN805957.1,GPS_009136155.1
Fundulus_heteroclitus-3.0.2,Scaffold433,Scaffold433,NW_012224834.1,KN805958.1,GPS_009136156.1
Fundulus_heteroclitus-3.0.2,Scaffold434,Scaffold434,NW_012224835.1,KN805959.1,GPS_009136157.1
Fundulus_heteroclitus-3.0.2,Scaffold435,Scaffold435,NW_012224836.1,KN805960.1,GPS_009136158.1
Fundulus_heteroclitus-3.0.2,Scaffold436,Scaffold436,NW_012224837.1,KN805961.1,GPS_009136159.1
Fundulus_heteroclitus-3.0.2,Scaffold437,Scaffold437,NW_012224838.1,KN805962.1,GPS_009136160.1
Fundulus_heteroclitus-3.0.2,Scaffold438,Scaffold438,NW_012224839.1,KN805963.1,GPS_009136161.1
Fundulus_heteroclitus-3.0.2,Scaffold439,Scaffold439,NW_012224840.1,KN805964.1,GPS_009136162.1
Fundulus_heteroclitus-3.0.2,Scaffold440,Scaffold440,NW_012224841.1,KN805965.1,GPS_009136163.1
Fundulus_heteroclitus-3.0.2,Scaffold441,Scaffold441,NW_012224842.1,KN805966.1,GPS_009136164.1
Fundulus_heteroclitus-3.0.2,Scaffold442,Scaffold442,NW_012224843.1,KN805967.1,GPS_009136165.1
Fundulus_heteroclitus-3.0.2,Scaffold443,Scaffold443,NW_012224844.1,KN805968.1,GPS_009136166.1
Fundulus_heteroclitus-3.0.2,Scaffold444,Scaffold444,NW_012224845.1,KN805969.1,GPS_009136167.1
Fundulus_heteroclitus-3.0.2,Scaffold445,Scaffold445,NW_012224846.1,KN805970.1,GPS_009136168.1
Fundulus_heteroclitus-3.0.2,Scaffold446,Scaffold446,NW_012224847.1,KN805971.1,GPS_009136169.1
Fundulus_heteroclitus-3.0.2,Scaffold447,Scaffold447,NW_012224848.1,KN805972.1,GPS_009136170.1
Fundulus_heteroclitus-3.0.2,Scaffold448,Scaffold448,NW_012224849.1,KN805973.1,GPS_009136171.1
Fundulus_heteroclitus-3.0.2,Scaffold449,Scaffold449,NW_012224850.1,KN805974.1,GPS_009136172.1
Fundulus_heteroclitus-3.0.2,Scaffold450,Scaffold450,NW_012224851.1,KN805975.1,GPS_009136173.1
Fundulus_heteroclitus-3.0.2,Scaffold451,Scaffold451,NW_012224852.1,KN805976.1,GPS_009136174.1
Fundulus_heteroclitus-3.0.2,Scaffold452,Scaffold452,NW_012224853.1,KN805977.1,GPS_009136175.1
Fundulus_heteroclitus-3.0.2,Scaffold453,Scaffold453,NW_012224854.1,KN805978.1,GPS_009136176.1
Fundulus_heteroclitus-3.0.2,Scaffold454,Scaffold454,NW_012224855.1,KN805979.1,GPS_009136177.1
Fundulus_heteroclitus-3.0.2,Scaffold455,Scaffold455,NW_012224856.1,KN805980.1,GPS_009136178.1
Fundulus_heteroclitus-3.0.2,Scaffold456,Scaffold456,NW_012224857.1,KN805981.1,GPS_009136179.1
Fundulus_heteroclitus-3.0.2,Scaffold457,Scaffold457,NW_012224858.1,KN805982.1,GPS_009136180.1
Fundulus_heteroclitus-3.0.2,Scaffold458,Scaffold458,NW_012224859.1,KN805983.1,GPS_009136181.1
Fundulus_heteroclitus-3.0.2,Scaffold459,Scaffold459,NW_012224860.1,KN805984.1,GPS_009136182.1
Fundulus_heteroclitus-3.0.2,Scaffold460,Scaffold460,NW_012224861.1,KN805985.1,GPS_009136183.1
Fundulus_heteroclitus-3.0.2,Scaffold461,Scaffold461,NW_012224862.1,KN805986.1,GPS_009136184.1
Fundulus_heteroclitus-3.0.2,Scaffold462,Scaffold462,NW_012224863.1,KN805987.1,GPS_009136185.1
Fundulus_heteroclitus-3.0.2,Scaffold463,Scaffold463,NW_012224864.1,KN805988.1,GPS_009136186.1
Fundulus_heteroclitus-3.0.2,Scaffold464,Scaffold464,NW_012224865.1,KN805989.1,GPS_009136187.1
Fundulus_heteroclitus-3.0.2,Scaffold465,Scaffold465,NW_012224866.1,KN805990.1,GPS_009136188.1
Fundulus_heteroclitus-3.0.2,Scaffold466,Scaffold466,NW_012224867.1,KN805991.1,GPS_009136189.1
Fundulus_heteroclitus-3.0.2,Scaffold467,Scaffold467,NW_012224868.1,KN805992.1,GPS_009136190.1
